project	source	trait	provider_translation	abi_capabilities	language	host_idioms	provider_surface_status	support_scope	evidence	next_required_work
lling-llang	src/symbolic/sfa.rs	BooleanAlgebra	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/symbolic/sfa.rs	BooleanAlgebra	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/symbolic/sfa.rs	BooleanAlgebra	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/transducer/traits.rs"]	-
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AcousticEncoder	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/transducer/traits.rs"]	-
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	AutoregressivePredictor	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/transducer/traits.rs"]	-
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	JointNetwork	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/transducer/traits.rs"]	-
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/transducer/traits.rs	NeuralTransducer	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/tree_transducers/alphabet.rs"]	-
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/alphabet.rs	RankedAlphabet	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/tree_transducers/transducer.rs"]	-
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	TreeTransducerOps	derived-adapter	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-derived-adapter
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/tree_transducers/transducer.rs"]	-
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/tree_transducers/transducer.rs	WeightedTreeTransducer	resource-cursor-protocol	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-resource-cursor-protocol
